date,sea_area,wind_speed_knots,wave_height_m
16/09/2024,Selat Bangka,13.9,1.14
17/09/2024,Selat Bangka,8.6,1.41
18/09/2024,Selat Bangka,13.2,1.34
19/09/2024,Selat Bangka,12.4,1.11
20/09/2024,Selat Bangka,12.2,0.99
21/09/2024,Selat Bangka,10.0,1.28
22/09/2024,Selat Bangka,12.9,1.4
23/09/2024,Selat Bangka,13.2,1.02
24/09/2024,Selat Bangka,12.0,1.4
25/09/2024,Selat Bangka,10.9,1.03
26/09/2024,Selat Bangka,11.0,1.47
27/09/2024,Selat Bangka,9.6,0.48
28/09/2024,Selat Bangka,10.2,0.57
29/09/2024,Selat Bangka,10.7,1.24
30/09/2024,Selat Bangka,12.6,1.67
01/10/2024,Selat Bangka,13.9,1.74
02/10/2024,Selat Bangka,14.0,2.47
03/10/2024,Selat Bangka,14.8,2.4
04/10/2024,Selat Bangka,16.7,2.14
05/10/2024,Selat Bangka,17.5,2.15
06/10/2024,Selat Bangka,19.3,1.91
07/10/2024,Selat Bangka,15.6,2.0
08/10/2024,Selat Bangka,14.4,0.94
09/10/2024,Selat Bangka,9.1,0.71
10/10/2024,Selat Bangka,12.3,1.27
11/10/2024,Selat Bangka,6.8,1.6
12/10/2024,Selat Bangka,6.2,1.6
13/10/2024,Selat Bangka,10.5,2.07
14/10/2024,Selat Bangka,13.2,2.25
15/10/2024,Selat Bangka,12.8,2.08
16/10/2024,Selat Bangka,15.8,2.18
17/10/2024,Selat Bangka,15.6,2.64
18/10/2024,Selat Bangka,16.6,2.43
19/10/2024,Selat Bangka,15.4,2.35
20/10/2024,Selat Bangka,16.8,1.85
21/10/2024,Selat Bangka,15.6,2.26
22/10/2024,Selat Bangka,14.0,2.16
23/10/2024,Selat Bangka,12.7,2.2
24/10/2024,Selat Bangka,12.4,2.54
25/10/2024,Selat Bangka,15.5,1.86
26/10/2024,Selat Bangka,19.0,1.46
27/10/2024,Selat Bangka,17.5,1.51
28/10/2024,Selat Bangka,17.1,1.54
29/10/2024,Selat Bangka,17.9,1.56
30/10/2024,Selat Bangka,16.1,1.59
31/10/2024,Selat Bangka,16.7,1.76
01/11/2024,Selat Bangka,21.6,1.49
02/11/2024,Selat Bangka,20.2,2.17
03/11/2024,Selat Bangka,16.2,1.76
04/11/2024,Selat Bangka,15.1,2.1
05/11/2024,Selat Bangka,17.1,2.08
06/11/2024,Selat Bangka,14.5,1.68
07/11/2024,Selat Bangka,15.1,2.39
08/11/2024,Selat Bangka,13.1,2.47
09/11/2024,Selat Bangka,17.4,1.61
10/11/2024,Selat Bangka,15.9,0.92
11/11/2024,Selat Bangka,15.3,1.18
12/11/2024,Selat Bangka,16.9,1.78
13/11/2024,Selat Bangka,19.1,1.57
14/11/2024,Selat Bangka,18.2,1.84
15/11/2024,Selat Bangka,17.0,2.14
16/11/2024,Selat Bangka,17.1,2.3
17/11/2024,Selat Bangka,18.4,2.09
18/11/2024,Selat Bangka,19.6,1.58
19/11/2024,Selat Bangka,19.0,1.69
20/11/2024,Selat Bangka,16.0,1.8
21/11/2024,Selat Bangka,16.3,1.72
22/11/2024,Selat Bangka,17.6,1.81
23/11/2024,Selat Bangka,17.0,1.67
24/11/2024,Selat Bangka,17.8,1.49
25/11/2024,Selat Bangka,17.1,2.22
26/11/2024,Selat Bangka,16.1,2.6
27/11/2024,Selat Bangka,13.9,2.4
28/11/2024,Selat Bangka,14.0,2.37
29/11/2024,Selat Bangka,13.9,2.55
30/11/2024,Selat Bangka,13.6,2.39
01/12/2024,Selat Bangka,15.2,2.06
02/12/2024,Selat Bangka,15.7,2.43
03/12/2024,Selat Bangka,14.6,1.78
04/12/2024,Selat Bangka,14.5,1.59
05/12/2024,Selat Bangka,13.6,2.44
06/12/2024,Selat Bangka,15.8,1.8
07/12/2024,Selat Bangka,16.8,1.49
08/12/2024,Selat Bangka,16.7,2.08
09/12/2024,Selat Bangka,16.4,2.19
10/12/2024,Selat Bangka,16.7,2.35
11/12/2024,Selat Bangka,16.1,2.23
12/12/2024,Selat Bangka,16.9,2.32
13/12/2024,Selat Bangka,17.1,2.84
14/12/2024,Selat Bangka,16.6,2.76
15/12/2024,Selat Bangka,15.9,2.92
16/12/2024,Selat Bangka,15.7,2.29
17/12/2024,Selat Bangka,17.3,2.54
18/12/2024,Selat Bangka,16.4,2.68
19/12/2024,Selat Bangka,13.9,2.9
20/12/2024,Selat Bangka,12.9,3.03
21/12/2024,Selat Bangka,13.0,2.74
22/12/2024,Selat Bangka,15.7,3.21
23/12/2024,Selat Bangka,14.4,2.69
24/12/2024,Selat Bangka,14.8,2.71
25/12/2024,Selat Bangka,14.6,1.94
26/12/2024,Selat Bangka,15.9,1.41
27/12/2024,Selat Bangka,15.2,1.38
28/12/2024,Selat Bangka,14.3,1.19
29/12/2024,Selat Bangka,19.2,1.55
30/12/2024,Selat Bangka,20.0,1.88
31/12/2024,Selat Bangka,21.8,1.71
01/01/2025,Selat Bangka,23.0,1.44
02/01/2025,Selat Bangka,24.1,1.31
03/01/2025,Selat Bangka,25.7,1.71
04/01/2025,Selat Bangka,21.6,1.44
05/01/2025,Selat Bangka,21.2,0.89
06/01/2025,Selat Bangka,21.3,1.09
07/01/2025,Selat Bangka,20.3,1.13
08/01/2025,Selat Bangka,19.5,1.1
09/01/2025,Selat Bangka,19.5,1.43
10/01/2025,Selat Bangka,19.8,1.15
11/01/2025,Selat Bangka,18.8,0.87
12/01/2025,Selat Bangka,20.0,1.64
13/01/2025,Selat Bangka,18.8,1.35
14/01/2025,Selat Bangka,19.2,1.48
15/01/2025,Selat Bangka,19.4,2.0
16/01/2025,Selat Bangka,19.3,3.05
17/01/2025,Selat Bangka,19.0,3.0
18/01/2025,Selat Bangka,20.1,2.88
19/01/2025,Selat Bangka,16.3,3.04
20/01/2025,Selat Bangka,14.8,3.01
21/01/2025,Selat Bangka,14.9,2.18
22/01/2025,Selat Bangka,15.2,2.49
23/01/2025,Selat Bangka,16.8,2.31
24/01/2025,Selat Bangka,16.0,2.61
25/01/2025,Selat Bangka,15.2,2.48
26/01/2025,Selat Bangka,16.7,2.4
27/01/2025,Selat Bangka,19.0,2.17
28/01/2025,Selat Bangka,17.4,2.61
29/01/2025,Selat Bangka,17.6,3.1
30/01/2025,Selat Bangka,17.3,2.65
31/01/2025,Selat Bangka,18.8,3.39
01/02/2025,Selat Bangka,16.1,2.49
02/02/2025,Selat Bangka,17.5,2.6
03/02/2025,Selat Bangka,14.2,2.93
04/02/2025,Selat Bangka,16.4,3.02
05/02/2025,Selat Bangka,17.8,2.92
06/02/2025,Selat Bangka,16.9,2.67
07/02/2025,Selat Bangka,17.0,2.4
08/02/2025,Selat Bangka,21.2,2.81
09/02/2025,Selat Bangka,22.9,2.98
10/02/2025,Selat Bangka,23.2,3.02
11/02/2025,Selat Bangka,23.6,3.06
12/02/2025,Selat Bangka,20.6,1.87
13/02/2025,Selat Bangka,19.2,2.12
14/02/2025,Selat Bangka,18.8,1.94
15/02/2025,Selat Bangka,19.5,2.3
16/02/2025,Selat Bangka,21.2,2.38
17/02/2025,Selat Bangka,20.7,2.65
18/02/2025,Selat Bangka,18.8,3.05
19/02/2025,Selat Bangka,17.8,2.38
20/02/2025,Selat Bangka,21.0,2.09
21/02/2025,Selat Bangka,19.9,2.21
22/02/2025,Selat Bangka,20.1,2.28
23/02/2025,Selat Bangka,19.5,2.51
24/02/2025,Selat Bangka,19.8,1.91
25/02/2025,Selat Bangka,18.1,1.47
26/02/2025,Selat Bangka,17.5,2.31
27/02/2025,Selat Bangka,18.1,2.31
28/02/2025,Selat Bangka,16.0,2.63
01/03/2025,Selat Bangka,16.5,2.24
02/03/2025,Selat Bangka,13.5,2.57
03/03/2025,Selat Bangka,12.9,2.46
04/03/2025,Selat Bangka,16.8,2.8
05/03/2025,Selat Bangka,14.7,2.83
06/03/2025,Selat Bangka,14.8,2.63
07/03/2025,Selat Bangka,18.2,2.21
08/03/2025,Selat Bangka,13.6,2.3
09/03/2025,Selat Bangka,13.4,2.41
10/03/2025,Selat Bangka,16.4,3.16
11/03/2025,Selat Bangka,15.8,2.39
12/03/2025,Selat Bangka,12.8,2.08
13/03/2025,Selat Bangka,15.4,1.78
14/03/2025,Selat Bangka,15.1,2.2
15/03/2025,Selat Bangka,15.2,2.06
16/03/2025,Selat Bangka,14.7,1.79
17/03/2025,Selat Bangka,14.7,1.75
18/03/2025,Selat Bangka,14.7,1.75
19/03/2025,Selat Bangka,16.2,2.39
20/03/2025,Selat Bangka,16.7,2.29
21/03/2025,Selat Bangka,15.7,2.42
22/03/2025,Selat Bangka,19.2,2.3
23/03/2025,Selat Bangka,18.5,1.89
24/03/2025,Selat Bangka,17.2,1.93
25/03/2025,Selat Bangka,16.7,2.05
26/03/2025,Selat Bangka,15.2,2.03
27/03/2025,Selat Bangka,14.8,2.15
28/03/2025,Selat Bangka,10.7,2.03
29/03/2025,Selat Bangka,15.2,1.97
30/03/2025,Selat Bangka,18.4,1.6
31/03/2025,Selat Bangka,14.7,1.38
01/04/2025,Selat Bangka,17.3,1.48
02/04/2025,Selat Bangka,16.9,1.51
03/04/2025,Selat Bangka,17.2,1.83
04/04/2025,Selat Bangka,17.3,1.59
05/04/2025,Selat Bangka,17.6,1.93
06/04/2025,Selat Bangka,14.3,2.0
07/04/2025,Selat Bangka,14.7,1.86
08/04/2025,Selat Bangka,12.7,1.38
09/04/2025,Selat Bangka,14.5,1.0
10/04/2025,Selat Bangka,14.5,1.11
11/04/2025,Selat Bangka,16.7,1.32
12/04/2025,Selat Bangka,16.3,1.37
13/04/2025,Selat Bangka,14.7,1.39
14/04/2025,Selat Bangka,11.2,1.49
15/04/2025,Selat Bangka,12.3,1.49
16/04/2025,Selat Bangka,10.5,1.72
17/04/2025,Selat Bangka,11.8,1.66
18/04/2025,Selat Bangka,11.6,0.68
19/04/2025,Selat Bangka,8.6,0.56
20/04/2025,Selat Bangka,10.9,0.58
21/04/2025,Selat Bangka,14.2,1.03
22/04/2025,Selat Bangka,13.0,0.91
23/04/2025,Selat Bangka,9.7,1.3
24/04/2025,Selat Bangka,9.3,1.12
25/04/2025,Selat Bangka,5.0,1.37
26/04/2025,Selat Bangka,6.1,1.96
27/04/2025,Selat Bangka,10.2,1.91
28/04/2025,Selat Bangka,11.1,1.75
29/04/2025,Selat Bangka,10.9,1.43
30/04/2025,Selat Bangka,14.9,1.64
01/05/2025,Selat Bangka,16.5,1.78
02/05/2025,Selat Bangka,18.4,1.6
03/05/2025,Selat Bangka,14.2,1.25
04/05/2025,Selat Bangka,11.9,1.71
05/05/2025,Selat Bangka,10.7,2.21
06/05/2025,Selat Bangka,10.6,1.88
07/05/2025,Selat Bangka,11.2,1.77
08/05/2025,Selat Bangka,14.8,1.15
09/05/2025,Selat Bangka,14.3,0.91
10/05/2025,Selat Bangka,13.6,1.28
11/05/2025,Selat Bangka,12.6,1.3
12/05/2025,Selat Bangka,12.7,1.21
13/05/2025,Selat Bangka,11.6,1.17
14/05/2025,Selat Bangka,11.4,1.09
15/05/2025,Selat Bangka,12.7,1.61
16/05/2025,Selat Bangka,13.0,1.79
17/05/2025,Selat Bangka,10.5,1.55
18/05/2025,Selat Bangka,10.2,0.88
19/05/2025,Selat Bangka,13.2,1.11
20/05/2025,Selat Bangka,15.1,0.78
21/05/2025,Selat Bangka,16.0,0.98
22/05/2025,Selat Bangka,14.7,0.52
23/05/2025,Selat Bangka,13.7,0.98
24/05/2025,Selat Bangka,18.3,1.15
25/05/2025,Selat Bangka,16.7,1.5
26/05/2025,Selat Bangka,15.3,1.39
27/05/2025,Selat Bangka,13.5,1.37
28/05/2025,Selat Bangka,11.4,1.17
29/05/2025,Selat Bangka,11.5,1.88
30/05/2025,Selat Bangka,9.9,1.48
31/05/2025,Selat Bangka,11.6,1.17
01/06/2022,Selat Malaka,12.1,1.3
02/06/2022,Selat Malaka,11.0,1.19
03/06/2022,Selat Malaka,7.6,1.08
04/06/2022,Selat Malaka,6.6,1.02
05/06/2022,Selat Malaka,7.3,1.12
06/06/2022,Selat Malaka,8.4,1.88
07/06/2022,Selat Malaka,9.5,1.84
08/06/2022,Selat Malaka,5.1,1.45
09/06/2022,Selat Malaka,7.8,1.2
10/06/2022,Selat Malaka,11.4,1.12
11/06/2022,Selat Malaka,14.0,0.94
12/06/2022,Selat Malaka,12.0,0.2
13/06/2022,Selat Malaka,12.0,0.2
14/06/2022,Selat Malaka,8.5,0.34
15/06/2022,Selat Malaka,9.8,0.8
16/06/2022,Selat Malaka,8.6,0.55
17/06/2022,Selat Malaka,11.1,1.31
18/06/2022,Selat Malaka,10.8,0.74
19/06/2022,Selat Malaka,11.3,0.61
20/06/2022,Selat Malaka,11.2,0.92
21/06/2022,Selat Malaka,11.5,1.3
22/06/2022,Selat Malaka,11.3,1.16
23/06/2022,Selat Malaka,8.4,1.19
24/06/2022,Selat Malaka,4.4,1.33
25/06/2022,Selat Malaka,6.5,1.38
26/06/2022,Selat Malaka,9.5,1.49
27/06/2022,Selat Malaka,10.4,1.04
28/06/2022,Selat Malaka,10.3,0.45
29/06/2022,Selat Malaka,6.3,0.96
30/06/2022,Selat Malaka,8.2,0.88
01/07/2022,Selat Malaka,7.0,0.93
02/07/2022,Selat Malaka,9.5,0.2
03/07/2022,Selat Malaka,11.1,0.23
04/07/2022,Selat Malaka,11.2,0.53
05/07/2022,Selat Malaka,13.4,0.45
06/07/2022,Selat Malaka,12.4,0.2
07/07/2022,Selat Malaka,11.2,0.2
08/07/2022,Selat Malaka,14.1,0.28
09/07/2022,Selat Malaka,14.9,0.57
10/07/2022,Selat Malaka,12.7,0.57
11/07/2022,Selat Malaka,13.8,0.41
12/07/2022,Selat Malaka,14.4,1.18
13/07/2022,Selat Malaka,16.4,0.71
14/07/2022,Selat Malaka,11.8,0.63
15/07/2022,Selat Malaka,11.4,0.96
16/07/2022,Selat Malaka,11.2,0.59
17/07/2022,Selat Malaka,11.2,0.86
18/07/2022,Selat Malaka,17.4,0.37
19/07/2022,Selat Malaka,14.2,0.83
20/07/2022,Selat Malaka,12.3,0.93
21/07/2022,Selat Malaka,10.8,0.88
22/07/2022,Selat Malaka,11.8,0.75
23/07/2022,Selat Malaka,14.9,0.48
24/07/2022,Selat Malaka,11.2,0.75
25/07/2022,Selat Malaka,13.5,0.39
26/07/2022,Selat Malaka,15.2,0.2
27/07/2022,Selat Malaka,12.5,0.2
28/07/2022,Selat Malaka,11.3,0.7
29/07/2022,Selat Malaka,9.3,1.34
30/07/2022,Selat Malaka,9.3,1.43
31/07/2022,Selat Malaka,6.7,1.91
01/08/2022,Selat Malaka,8.3,1.57
02/08/2022,Selat Malaka,10.1,1.67
03/08/2022,Selat Malaka,9.6,2.02
04/08/2022,Selat Malaka,12.6,1.9
05/08/2022,Selat Malaka,15.5,1.48
06/08/2022,Selat Malaka,11.4,1.78
07/08/2022,Selat Malaka,13.0,1.31
08/08/2022,Selat Malaka,14.0,1.67
09/08/2022,Selat Malaka,13.1,1.04
10/08/2022,Selat Malaka,10.9,1.69
11/08/2022,Selat Malaka,12.4,1.18
12/08/2022,Selat Malaka,12.9,1.01
13/08/2022,Selat Malaka,10.4,1.61
14/08/2022,Selat Malaka,10.5,1.05
15/08/2022,Selat Malaka,12.1,1.08
16/08/2022,Selat Malaka,12.1,1.23
17/08/2022,Selat Malaka,11.7,1.43
18/08/2022,Selat Malaka,13.6,1.19
19/08/2022,Selat Malaka,13.7,0.9
20/08/2022,Selat Malaka,10.1,0.96
21/08/2022,Selat Malaka,10.5,0.76
22/08/2022,Selat Malaka,12.2,0.79
23/08/2022,Selat Malaka,11.7,0.8
24/08/2022,Selat Malaka,7.4,0.78
25/08/2022,Selat Malaka,10.0,1.45
26/08/2022,Selat Malaka,10.1,1.86
27/08/2022,Selat Malaka,11.3,1.54
28/08/2022,Selat Malaka,10.9,1.76
29/08/2022,Selat Malaka,17.0,1.75
30/08/2022,Selat Malaka,13.3,1.68
31/08/2022,Selat Malaka,13.1,1.57
01/09/2022,Selat Malaka,13.2,2.0
02/09/2022,Selat Malaka,14.3,0.98
03/09/2022,Selat Malaka,17.0,1.02
04/09/2022,Selat Malaka,15.6,1.33
05/09/2022,Selat Malaka,12.8,1.62
06/09/2022,Selat Malaka,14.5,1.52
07/09/2022,Selat Malaka,12.1,1.53
08/09/2022,Selat Malaka,13.9,1.37
09/09/2022,Selat Malaka,15.0,1.59
10/09/2022,Selat Malaka,12.8,1.18
11/09/2022,Selat Malaka,10.6,1.16
12/09/2022,Selat Malaka,13.0,1.03
13/09/2022,Selat Malaka,13.4,1.28
14/09/2022,Selat Malaka,12.5,0.92
15/09/2022,Selat Malaka,12.9,0.74
16/09/2022,Selat Malaka,10.8,1.04
17/09/2022,Selat Malaka,9.7,1.81
18/09/2022,Selat Malaka,10.8,1.24
19/09/2022,Selat Malaka,11.1,1.71
20/09/2022,Selat Malaka,13.3,1.89
21/09/2022,Selat Malaka,14.7,2.14
22/09/2022,Selat Malaka,10.4,2.36
23/09/2022,Selat Malaka,12.5,2.65
24/09/2022,Selat Malaka,12.5,1.72
25/09/2022,Selat Malaka,10.3,2.0
26/09/2022,Selat Malaka,16.1,1.51
27/09/2022,Selat Malaka,16.9,0.88
28/09/2022,Selat Malaka,15.4,1.53
29/09/2022,Selat Malaka,14.4,1.81
30/09/2022,Selat Malaka,18.8,1.86
01/10/2022,Selat Malaka,22.3,1.41
02/10/2022,Selat Malaka,19.3,1.56
03/10/2022,Selat Malaka,19.3,1.75
04/10/2022,Selat Malaka,15.9,1.29
05/10/2022,Selat Malaka,13.6,1.73
06/10/2022,Selat Malaka,17.3,1.45
07/10/2022,Selat Malaka,17.3,1.51
08/10/2022,Selat Malaka,19.8,1.37
09/10/2022,Selat Malaka,22.1,1.68
10/10/2022,Selat Malaka,19.4,1.08
11/10/2022,Selat Malaka,18.9,0.84
12/10/2022,Selat Malaka,15.0,0.56
13/10/2022,Selat Malaka,15.8,1.58
14/10/2022,Selat Malaka,15.5,1.8
15/10/2022,Selat Malaka,11.6,1.6
16/10/2022,Selat Malaka,12.8,1.28
17/10/2022,Selat Malaka,13.0,1.37
18/10/2022,Selat Malaka,10.0,1.83
19/10/2022,Selat Malaka,14.1,1.67
20/10/2022,Selat Malaka,15.6,1.63
21/10/2022,Selat Malaka,14.7,2.02
22/10/2022,Selat Malaka,14.2,2.08
23/10/2022,Selat Malaka,15.5,1.91
24/10/2022,Selat Malaka,14.8,2.33
25/10/2022,Selat Malaka,14.9,1.73
26/10/2022,Selat Malaka,15.3,1.85
27/10/2022,Selat Malaka,18.4,1.74
28/10/2022,Selat Malaka,15.5,0.92
29/10/2022,Selat Malaka,14.4,1.19
30/10/2022,Selat Malaka,14.9,0.94
31/10/2022,Selat Malaka,15.7,1.35
01/11/2022,Selat Malaka,15.9,1.83
02/11/2022,Selat Malaka,16.5,2.79
03/11/2022,Selat Malaka,15.9,2.84
04/11/2022,Selat Malaka,16.5,3.02
05/11/2022,Selat Malaka,18.6,3.13
06/11/2022,Selat Malaka,15.4,2.94
07/11/2022,Selat Malaka,15.2,2.62
08/11/2022,Selat Malaka,16.7,2.11
09/11/2022,Selat Malaka,15.2,2.65
10/11/2022,Selat Malaka,14.0,2.64
11/11/2022,Selat Malaka,14.7,2.43
12/11/2022,Selat Malaka,16.2,1.88
13/11/2022,Selat Malaka,17.7,1.98
14/11/2022,Selat Malaka,19.7,1.95
15/11/2022,Selat Malaka,19.8,2.38
16/11/2022,Selat Malaka,17.1,2.18
17/11/2022,Selat Malaka,16.1,2.57
18/11/2022,Selat Malaka,17.6,2.66
19/11/2022,Selat Malaka,18.2,3.21
20/11/2022,Selat Malaka,16.7,2.38
21/11/2022,Selat Malaka,16.9,2.1
22/11/2022,Selat Malaka,16.3,1.97
23/11/2022,Selat Malaka,14.2,2.13
24/11/2022,Selat Malaka,12.8,2.61
25/11/2022,Selat Malaka,13.8,2.83
26/11/2022,Selat Malaka,14.2,2.86
27/11/2022,Selat Malaka,17.5,2.7
28/11/2022,Selat Malaka,19.1,2.54
29/11/2022,Selat Malaka,20.3,2.36
30/11/2022,Selat Malaka,19.6,1.91
01/12/2022,Selat Malaka,23.8,2.54
02/12/2022,Selat Malaka,21.1,1.93
03/12/2022,Selat Malaka,20.9,1.71
04/12/2022,Selat Malaka,14.9,1.54
05/12/2022,Selat Malaka,17.8,2.12
06/12/2022,Selat Malaka,19.2,2.56
07/12/2022,Selat Malaka,20.1,2.64
08/12/2022,Selat Malaka,21.2,2.64
09/12/2022,Selat Malaka,20.0,3.06
10/12/2022,Selat Malaka,18.8,2.99
11/12/2022,Selat Malaka,17.5,2.91
12/12/2022,Selat Malaka,16.9,2.74
13/12/2022,Selat Malaka,15.2,2.85
14/12/2022,Selat Malaka,13.7,3.25
15/12/2022,Selat Malaka,15.9,2.88
16/12/2022,Selat Malaka,18.4,1.8
17/12/2022,Selat Malaka,19.2,2.1
18/12/2022,Selat Malaka,21.8,1.64
19/12/2022,Selat Malaka,21.9,1.31
20/12/2022,Selat Malaka,20.3,1.68
21/12/2022,Selat Malaka,19.9,1.73
22/12/2022,Selat Malaka,16.5,1.43
23/12/2022,Selat Malaka,18.3,1.69
24/12/2022,Selat Malaka,18.3,2.14
25/12/2022,Selat Malaka,19.5,2.66
26/12/2022,Selat Malaka,21.1,3.03
27/12/2022,Selat Malaka,22.5,3.22
28/12/2022,Selat Malaka,20.7,3.23
29/12/2022,Selat Malaka,17.2,2.61
30/12/2022,Selat Malaka,16.6,2.83
31/12/2022,Selat Malaka,13.7,3.09
01/01/2023,Selat Malaka,15.2,3.09
02/01/2023,Selat Malaka,17.7,2.8
03/01/2023,Selat Malaka,17.3,2.91
04/01/2023,Selat Malaka,16.0,2.3
05/01/2023,Selat Malaka,17.6,2.7
06/01/2023,Selat Malaka,19.5,2.95
07/01/2023,Selat Malaka,22.2,2.86
08/01/2023,Selat Malaka,15.5,2.45
09/01/2023,Selat Malaka,15.8,2.21
10/01/2023,Selat Malaka,16.1,2.4
11/01/2023,Selat Malaka,16.8,2.19
12/01/2023,Selat Malaka,18.9,2.31
13/01/2023,Selat Malaka,18.9,2.49
14/01/2023,Selat Malaka,19.6,2.52
15/01/2023,Selat Malaka,17.8,2.56
16/01/2023,Selat Malaka,16.2,2.28
17/01/2023,Selat Malaka,16.7,2.12
18/01/2023,Selat Malaka,17.0,2.59
19/01/2023,Selat Malaka,16.8,2.71
20/01/2023,Selat Malaka,15.5,2.51
21/01/2023,Selat Malaka,11.3,2.65
22/01/2023,Selat Malaka,11.6,3.19
23/01/2023,Selat Malaka,13.7,3.36
24/01/2023,Selat Malaka,11.3,2.78
25/01/2023,Selat Malaka,14.0,2.31
26/01/2023,Selat Malaka,16.2,2.94
27/01/2023,Selat Malaka,19.9,2.57
28/01/2023,Selat Malaka,16.3,2.27
29/01/2023,Selat Malaka,16.3,1.71
30/01/2023,Selat Malaka,18.7,1.93
31/01/2023,Selat Malaka,15.1,2.4
01/02/2023,Selat Malaka,15.1,2.29
02/02/2023,Selat Malaka,11.2,2.37
03/02/2023,Selat Malaka,12.0,2.08
04/02/2023,Selat Malaka,11.5,1.78
05/02/2023,Selat Malaka,10.0,2.33
06/02/2023,Selat Malaka,10.9,2.72
07/02/2023,Selat Malaka,16.3,2.03
08/02/2023,Selat Malaka,21.1,2.8
09/02/2023,Selat Malaka,20.8,2.06
10/02/2023,Selat Malaka,21.5,2.46
11/02/2023,Selat Malaka,22.4,3.23
12/02/2023,Selat Malaka,21.5,3.05
13/02/2023,Selat Malaka,22.4,2.47
14/02/2023,Selat Malaka,20.6,2.6
15/02/2023,Selat Malaka,19.0,2.44
16/02/2023,Selat Malaka,22.1,2.33
17/02/2023,Selat Malaka,21.0,2.85
18/02/2023,Selat Malaka,19.5,2.61
19/02/2023,Selat Malaka,21.8,2.47
20/02/2023,Selat Malaka,20.4,2.41
21/02/2023,Selat Malaka,20.0,2.11
22/02/2023,Selat Malaka,22.4,1.8
23/02/2023,Selat Malaka,19.4,1.93
24/02/2023,Selat Malaka,20.0,2.19
25/02/2023,Selat Malaka,19.6,2.89
26/02/2023,Selat Malaka,15.5,3.48
27/02/2023,Selat Malaka,15.1,3.08
28/02/2023,Selat Malaka,17.9,3.08
01/03/2023,Selat Malaka,19.8,2.17
02/03/2023,Selat Malaka,16.7,2.24
03/03/2023,Selat Malaka,19.4,2.2
04/03/2023,Selat Malaka,22.9,2.32
05/03/2023,Selat Malaka,19.5,2.55
06/03/2023,Selat Malaka,23.0,2.6
07/03/2023,Selat Malaka,22.2,2.6
08/03/2023,Selat Malaka,23.5,2.9
09/03/2023,Selat Malaka,17.8,2.42
10/03/2023,Selat Malaka,14.3,2.64
11/03/2023,Selat Malaka,16.6,2.76
12/03/2023,Selat Malaka,18.2,2.27
13/03/2023,Selat Malaka,15.7,2.85
14/03/2023,Selat Malaka,14.9,2.88
15/03/2023,Selat Malaka,15.0,2.34
16/03/2023,Selat Malaka,11.7,2.49
17/03/2023,Selat Malaka,14.2,2.95
18/03/2023,Selat Malaka,12.0,2.03
19/03/2023,Selat Malaka,11.8,2.04
20/03/2023,Selat Malaka,16.0,2.35
21/03/2023,Selat Malaka,14.7,2.58
22/03/2023,Selat Malaka,16.1,2.37
23/03/2023,Selat Malaka,19.7,1.88
24/03/2023,Selat Malaka,18.0,1.39
25/03/2023,Selat Malaka,19.1,2.28
26/03/2023,Selat Malaka,21.5,2.49
27/03/2023,Selat Malaka,21.1,2.26
28/03/2023,Selat Malaka,21.9,1.96
29/03/2023,Selat Malaka,17.6,2.07
30/03/2023,Selat Malaka,17.4,2.44
31/03/2023,Selat Malaka,13.5,2.45
01/04/2023,Selat Malaka,14.3,1.86
02/04/2023,Selat Malaka,15.1,2.19
03/04/2023,Selat Malaka,18.5,2.42
04/04/2023,Selat Malaka,18.9,2.0
05/04/2023,Selat Malaka,14.4,1.65
06/04/2023,Selat Malaka,14.4,2.17
07/04/2023,Selat Malaka,12.4,1.9
08/04/2023,Selat Malaka,11.0,1.91
09/04/2023,Selat Malaka,11.5,1.73
10/04/2023,Selat Malaka,14.2,2.19
11/04/2023,Selat Malaka,13.0,2.54
12/04/2023,Selat Malaka,12.6,2.98
13/04/2023,Selat Malaka,14.5,2.41
14/04/2023,Selat Malaka,15.5,2.46
15/04/2023,Selat Malaka,14.4,1.87
16/04/2023,Selat Malaka,16.7,2.55
17/04/2023,Selat Malaka,15.2,2.21
18/04/2023,Selat Malaka,14.5,1.72
19/04/2023,Selat Malaka,13.2,1.34
20/04/2023,Selat Malaka,15.3,1.66
21/04/2023,Selat Malaka,18.0,1.71
22/04/2023,Selat Malaka,15.4,1.69
23/04/2023,Selat Malaka,15.1,1.73
24/04/2023,Selat Malaka,14.6,1.54
25/04/2023,Selat Malaka,15.3,2.06
26/04/2023,Selat Malaka,13.8,1.57
27/04/2023,Selat Malaka,15.0,1.71
28/04/2023,Selat Malaka,16.3,1.92
29/04/2023,Selat Malaka,12.8,1.45
30/04/2023,Selat Malaka,11.8,0.73
01/05/2023,Selat Malaka,14.2,0.94
02/05/2023,Selat Malaka,11.3,0.97
03/05/2023,Selat Malaka,14.1,1.34
04/05/2023,Selat Malaka,11.5,0.98
05/05/2023,Selat Malaka,13.4,0.78
06/05/2023,Selat Malaka,10.8,1.61
07/05/2023,Selat Malaka,12.4,1.37
08/05/2023,Selat Malaka,7.6,1.01
09/05/2023,Selat Malaka,6.4,1.24
10/05/2023,Selat Malaka,8.1,1.41
11/05/2023,Selat Malaka,8.4,1.02
12/05/2023,Selat Malaka,11.1,1.03
13/05/2023,Selat Malaka,13.3,0.84
14/05/2023,Selat Malaka,11.5,1.4
15/05/2023,Selat Malaka,12.7,1.1
