date,origin_region,dest_region,estimated_travelers
2023-04-27,Banten,Riau,77
2023-04-28,Banten,Riau,103
2023-04-29,Banten,Riau,88
2023-04-30,Banten,Riau,94
2023-05-01,Banten,Riau,79
2023-05-02,Banten,Riau,66
2023-05-03,Banten,Riau,94
2023-05-04,Banten,Riau,64
2023-05-05,Banten,Riau,86
2023-05-06,Banten,Riau,109
2023-05-07,Banten,Riau,82
2023-05-08,Banten,Riau,90
2023-05-09,Banten,Riau,67
2023-05-10,Banten,Riau,85
2023-05-11,Banten,Riau,76
2023-05-12,Banten,Riau,98
2023-05-13,Banten,Riau,101
2023-05-14,Banten,Riau,80
2023-05-15,Banten,Riau,82
2023-05-16,Banten,Riau,77
2023-05-17,Banten,Riau,86
2023-05-18,Banten,Riau,70
2023-05-19,Banten,Riau,105
2023-05-20,Banten,Riau,108
2023-05-21,Banten,Riau,101
2023-05-22,Banten,Riau,66
2023-05-23,Banten,Riau,71
2023-05-24,Banten,Riau,73
2023-05-25,Banten,Riau,75
2023-05-26,Banten,Riau,103
2023-05-27,Banten,Riau,99
2023-05-28,Banten,Riau,79
2023-05-29,Banten,Riau,55
2023-05-30,Banten,Riau,70
2023-05-31,Banten,Riau,84
2023-06-01,Banten,Riau,56
2023-06-02,Banten,Riau,85
2023-06-03,Banten,Riau,92
2023-06-04,Banten,Riau,74
2023-06-05,Banten,Riau,60
2023-06-06,Banten,Riau,67
2023-06-07,Banten,Riau,63
2023-06-08,Banten,Riau,85
2023-06-09,Banten,Riau,100
2023-06-10,Banten,Riau,98
2023-06-11,Banten,Riau,78
2023-06-12,Banten,Riau,64
2023-06-13,Banten,Riau,65
2023-06-14,Banten,Riau,67
2023-06-15,Banten,Riau,74
2023-06-16,Banten,Riau,97
2023-06-17,Banten,Riau,108
2023-06-18,Banten,Riau,80
2023-06-19,Banten,Riau,68
2023-06-20,Banten,Riau,75
2023-06-21,Banten,Riau,66
2023-06-22,Banten,Riau,72
2023-06-23,Banten,Riau,81
2023-06-24,Banten,Riau,81
2023-06-25,Banten,Riau,97
2023-06-26,Banten,Riau,76
2023-06-27,Banten,Riau,70
2023-06-28,Banten,Riau,74
2023-06-29,Banten,Riau,51
2023-06-30,Banten,Riau,76
2023-07-01,Banten,Riau,79
2023-07-02,Banten,Riau,89
2023-07-03,Banten,Riau,65
2023-07-04,Banten,Riau,77
2023-07-05,Banten,Riau,76
2023-07-06,Banten,Riau,68
2023-07-07,Banten,Riau,88
2023-07-08,Banten,Riau,77
2023-07-09,Banten,Riau,94
2023-07-10,Banten,Riau,60
2023-07-11,Banten,Riau,65
2023-07-12,Banten,Riau,56
2023-07-13,Banten,Riau,59
2023-07-14,Banten,Riau,93
2023-07-15,Banten,Riau,105
2023-07-16,Banten,Riau,82
2023-07-17,Banten,Riau,68
2023-07-18,Banten,Riau,71
2023-07-19,Banten,Riau,63
2023-07-20,Banten,Riau,61
2023-07-21,Banten,Riau,81
2023-07-22,Banten,Riau,84
2023-07-23,Banten,Riau,71
2023-07-24,Banten,Riau,50
2023-07-25,Banten,Riau,60
2023-07-26,Banten,Riau,52
2023-07-27,Banten,Riau,56
2023-07-28,Banten,Riau,95
2023-07-29,Banten,Riau,74
2023-07-30,Banten,Riau,68
2023-07-31,Banten,Riau,64
2023-08-01,Banten,Riau,53
2023-08-02,Banten,Riau,67
2023-08-03,Banten,Riau,56
2023-08-04,Banten,Riau,94
2023-08-05,Banten,Riau,99
2023-08-06,Banten,Riau,71
2023-08-07,Banten,Riau,62
2023-08-08,Banten,Riau,63
2023-08-09,Banten,Riau,59
2023-08-10,Banten,Riau,69
2023-08-11,Banten,Riau,74
2023-08-12,Banten,Riau,85
2023-08-13,Banten,Riau,78
2023-08-14,Banten,Riau,58
2023-08-15,Banten,Riau,60
2023-08-16,Banten,Riau,52
2023-08-17,Banten,Riau,60
2023-08-18,Banten,Riau,70
2023-08-19,Banten,Riau,65
2023-08-20,Banten,Riau,73
2023-08-21,Banten,Riau,46
2023-08-22,Banten,Riau,48
2023-08-23,Banten,Riau,57
2023-08-24,Banten,Riau,58
2023-08-25,Banten,Riau,62
2023-08-26,Banten,Riau,86
2023-08-27,Banten,Riau,64
2023-08-28,Banten,Riau,51
2023-08-29,Banten,Riau,64
2023-08-30,Banten,Riau,68
2023-08-31,Banten,Riau,59
2023-09-01,Banten,Riau,96
2023-09-02,Banten,Riau,64
2023-09-03,Banten,Riau,58
2023-09-04,Banten,Riau,53
2023-09-05,Banten,Riau,60
2023-09-06,Banten,Riau,63
2023-09-07,Banten,Riau,61
2023-09-08,Banten,Riau,82
2023-09-09,Banten,Riau,64
2023-09-10,Banten,Riau,74
2023-09-11,Banten,Riau,74
2023-09-12,Banten,Riau,67
2023-09-13,Banten,Riau,60
2023-09-14,Banten,Riau,67
2023-09-15,Banten,Riau,70
2023-09-16,Banten,Riau,75
2023-09-17,Banten,Riau,72
2023-09-18,Banten,Riau,49
2023-09-19,Banten,Riau,68
2023-09-20,Banten,Riau,68
2023-09-21,Banten,Riau,59
2023-09-22,Banten,Riau,60
2023-09-23,Banten,Riau,73
2023-09-24,Banten,Riau,68
2023-09-25,Banten,Riau,68
2023-09-26,Banten,Riau,55
2023-09-27,Banten,Riau,48
2023-09-28,Banten,Riau,58
2023-09-29,Banten,Riau,64
2023-09-30,Banten,Riau,85
2023-10-01,Banten,Riau,67
2023-10-02,Banten,Riau,54
2023-10-03,Banten,Riau,65
2023-10-04,Banten,Riau,60
2023-10-05,Banten,Riau,53
2023-10-06,Banten,Riau,71
2023-10-07,Banten,Riau,82
2023-10-08,Banten,Riau,85
2023-10-09,Banten,Riau,57
2023-10-10,Banten,Riau,68
2023-10-11,Banten,Riau,55
2023-10-12,Banten,Riau,69
2023-10-13,Banten,Riau,70
2023-10-14,Banten,Riau,80
2023-10-15,Banten,Riau,63
2023-10-16,Banten,Riau,56
2023-10-17,Banten,Riau,61
2023-10-18,Banten,Riau,43
2023-10-19,Banten,Riau,51
2023-10-20,Banten,Riau,93
2023-10-21,Banten,Riau,58
2023-10-22,Banten,Riau,91
2023-10-23,Banten,Riau,54
2023-10-24,Banten,Riau,74
2023-10-25,Banten,Riau,60
2023-10-26,Banten,Riau,63
2023-10-27,Banten,Riau,81
2023-10-28,Banten,Riau,64
2023-10-29,Banten,Riau,69
2023-10-30,Banten,Riau,64
2023-10-31,Banten,Riau,54
2023-11-01,Banten,Riau,57
2023-11-02,Banten,Riau,52
2023-11-03,Banten,Riau,79
2023-11-04,Banten,Riau,68
2023-11-05,Banten,Riau,68
2023-11-06,Banten,Riau,56
2023-11-07,Banten,Riau,69
2023-11-08,Banten,Riau,59
2023-11-09,Banten,Riau,59
2023-11-10,Banten,Riau,67
2023-11-11,Banten,Riau,71
2023-11-12,Banten,Riau,71
2023-11-13,Banten,Riau,60
2023-11-14,Banten,Riau,73
2023-11-15,Banten,Riau,72
2023-11-16,Banten,Riau,66
2023-11-17,Banten,Riau,105
2023-11-18,Banten,Riau,80
2023-11-19,Banten,Riau,80
2023-11-20,Banten,Riau,55
2023-11-21,Banten,Riau,73
2023-11-22,Banten,Riau,46
2023-11-23,Banten,Riau,65
2023-11-24,Banten,Riau,84
2023-11-25,Banten,Riau,70
2023-11-26,Banten,Riau,70
2023-11-27,Banten,Riau,68
2023-11-28,Banten,Riau,67
2023-11-29,Banten,Riau,56
2023-11-30,Banten,Riau,61
2023-12-01,Banten,Riau,79
2023-12-02,Banten,Riau,80
2023-12-03,Banten,Riau,88
2023-12-04,Banten,Riau,61
2023-12-05,Banten,Riau,70
2023-12-06,Banten,Riau,58
2023-12-07,Banten,Riau,69
2023-12-08,Banten,Riau,84
2023-12-09,Banten,Riau,89
2023-12-10,Banten,Riau,70
2023-12-11,Banten,Riau,59
2023-12-12,Banten,Riau,72
2023-12-13,Banten,Riau,74
2023-12-14,Banten,Riau,60
2023-12-15,Banten,Riau,101
2023-12-16,Banten,Riau,77
2023-12-17,Banten,Riau,79
2023-12-18,Banten,Riau,92
2023-12-19,Banten,Riau,106
2023-12-20,Banten,Riau,133
2023-12-21,Banten,Riau,119
2023-12-22,Banten,Riau,126
2023-12-23,Banten,Riau,147
2023-12-24,Banten,Riau,170
2023-12-25,Banten,Riau,136
2023-12-26,Banten,Riau,117
2023-12-27,Banten,Riau,108
2023-12-28,Banten,Riau,128
2023-12-29,Banten,Riau,136
2023-12-30,Banten,Riau,165
2023-12-31,Banten,Riau,174
2024-01-01,Banten,Riau,107
2024-01-02,Banten,Riau,109
2024-01-03,Banten,Riau,73
2024-01-04,Banten,Riau,58
2024-01-05,Banten,Riau,80
2024-01-06,Banten,Riau,93
2024-01-07,Banten,Riau,71
2024-01-08,Banten,Riau,61
2024-01-09,Banten,Riau,63
2024-01-10,Banten,Riau,62
2024-01-11,Banten,Riau,75
2024-01-12,Banten,Riau,92
2024-01-13,Banten,Riau,92
2024-01-14,Banten,Riau,84
2024-01-15,Banten,Riau,73
2024-01-16,Banten,Riau,66
2024-01-17,Banten,Riau,73
2024-01-18,Banten,Riau,75
2024-01-19,Banten,Riau,88
2024-01-20,Banten,Riau,82
2024-01-21,Banten,Riau,107
2024-01-22,Banten,Riau,72
2024-01-23,Banten,Riau,69
2024-01-24,Banten,Riau,66
2024-01-25,Banten,Riau,78
2024-01-26,Banten,Riau,95
2024-01-27,Banten,Riau,83
2024-01-28,Banten,Riau,95
2024-01-29,Banten,Riau,62
2024-01-30,Banten,Riau,67
2024-01-31,Banten,Riau,64
2024-02-01,Banten,Riau,80
2024-02-02,Banten,Riau,93
2024-02-03,Banten,Riau,95
2024-02-04,Banten,Riau,94
2024-02-05,Banten,Riau,75
2024-02-06,Banten,Riau,82
2024-02-07,Banten,Riau,57
2024-02-08,Banten,Riau,84
2024-02-09,Banten,Riau,123
2024-02-10,Banten,Riau,106
2024-02-11,Banten,Riau,102
2024-02-12,Banten,Riau,61
2024-02-13,Banten,Riau,78
2024-02-14,Banten,Riau,53
2024-02-15,Banten,Riau,72
2024-02-16,Banten,Riau,94
2024-02-17,Banten,Riau,76
2024-02-18,Banten,Riau,88
2024-02-19,Banten,Riau,79
2024-02-20,Banten,Riau,69
2024-02-21,Banten,Riau,80
2024-02-22,Banten,Riau,73
2024-02-23,Banten,Riau,107
2024-02-24,Banten,Riau,96
2024-02-25,Banten,Riau,109
2024-02-26,Banten,Riau,77
2024-02-27,Banten,Riau,86
2024-02-28,Banten,Riau,78
2024-02-29,Banten,Riau,76
2024-03-01,Banten,Riau,105
2024-03-02,Banten,Riau,109
2024-03-03,Banten,Riau,109
2024-03-04,Banten,Riau,72
2024-03-05,Banten,Riau,79
2024-03-06,Banten,Riau,84
2024-03-07,Banten,Riau,81
2024-03-08,Banten,Riau,101
2024-03-09,Banten,Riau,88
2024-03-10,Banten,Riau,103
2024-03-11,Banten,Riau,86
2024-03-12,Banten,Riau,79
2024-03-13,Banten,Riau,71
2024-03-14,Banten,Riau,96
2024-03-15,Banten,Riau,96
2024-03-16,Banten,Riau,97
2024-03-17,Banten,Riau,80
2024-03-18,Banten,Riau,75
2024-03-19,Banten,Riau,89
2024-03-20,Banten,Riau,88
2024-03-21,Banten,Riau,51
2024-03-22,Banten,Riau,100
2024-03-23,Banten,Riau,103
2024-03-24,Banten,Riau,97
2024-03-25,Banten,Riau,79
2024-03-26,Banten,Riau,81
2024-03-27,Banten,Riau,94
2024-03-28,Banten,Riau,64
2024-03-29,Banten,Riau,86
2024-03-30,Banten,Riau,89
2024-03-31,Banten,Riau,99
2024-04-01,Banten,Riau,89
2024-04-02,Banten,Riau,84
2024-04-03,Banten,Riau,189
2024-04-04,Banten,Riau,229
2024-04-05,Banten,Riau,211
2024-04-06,Banten,Riau,243
2024-04-07,Banten,Riau,283
2024-04-08,Banten,Riau,233
2024-04-09,Banten,Riau,153
2024-04-10,Banten,Riau,180
2024-04-11,Banten,Riau,235
2024-04-12,Banten,Riau,285
2024-04-13,Banten,Riau,224
2024-04-14,Banten,Riau,239
2024-04-15,Banten,Riau,214
2024-04-16,Banten,Riau,193
2024-04-17,Banten,Riau,70
2024-04-18,Banten,Riau,79
2024-04-19,Banten,Riau,103
2024-04-20,Banten,Riau,92
2024-04-21,Banten,Riau,109
2024-04-22,Banten,Riau,71
2024-04-23,Banten,Riau,85
2024-04-24,Banten,Riau,89
2024-04-25,Banten,Riau,81
2024-04-26,Banten,Riau,89
2024-04-27,Banten,Riau,89
2024-04-28,Banten,Riau,100
2024-04-29,Banten,Riau,69
2024-04-30,Banten,Riau,67
2024-05-01,Banten,Riau,67
2024-05-02,Banten,Riau,78
2024-05-03,Banten,Riau,93
2024-05-04,Banten,Riau,103
2024-05-05,Banten,Riau,101
2024-05-06,Banten,Riau,73
2024-05-07,Banten,Riau,82
2024-05-08,Banten,Riau,77
2024-05-09,Banten,Riau,88
2024-05-10,Banten,Riau,94
2024-05-11,Banten,Riau,98
2024-05-12,Banten,Riau,115
2024-05-13,Banten,Riau,67
2024-05-14,Banten,Riau,73
2024-05-15,Banten,Riau,70
2024-05-16,Banten,Riau,57
2024-05-17,Banten,Riau,102
2024-05-18,Banten,Riau,81
2024-05-19,Banten,Riau,76
2024-05-20,Banten,Riau,73
2024-05-21,Banten,Riau,78
2024-05-22,Banten,Riau,73
2024-05-23,Banten,Riau,76
2024-05-24,Banten,Riau,110
2024-05-25,Banten,Riau,95
2024-05-26,Banten,Riau,81
2024-05-27,Banten,Riau,82
2024-05-28,Banten,Riau,60
2024-05-29,Banten,Riau,72
2024-05-30,Banten,Riau,80
2024-05-31,Banten,Riau,97
2024-06-01,Banten,Riau,97
2024-06-02,Banten,Riau,97
2024-06-03,Banten,Riau,72
2024-06-04,Banten,Riau,61
2024-06-05,Banten,Riau,55
2024-06-06,Banten,Riau,62
2024-06-07,Banten,Riau,83
2024-06-08,Banten,Riau,84
2024-06-09,Banten,Riau,65
2024-06-10,Banten,Riau,66
2024-06-11,Banten,Riau,89
2024-06-12,Banten,Riau,74
2024-06-13,Banten,Riau,77
2024-06-14,Banten,Riau,86
2024-06-15,Banten,Riau,81
2024-06-16,Banten,Riau,101
2024-06-17,Banten,Riau,65
2024-06-18,Banten,Riau,65
2024-06-19,Banten,Riau,71
2024-06-20,Banten,Riau,72
2024-06-21,Banten,Riau,96
2024-06-22,Banten,Riau,84
2024-06-23,Banten,Riau,74
2024-06-24,Banten,Riau,77
2024-06-25,Banten,Riau,74
2024-06-26,Banten,Riau,60
2024-06-27,Banten,Riau,75
2024-06-28,Banten,Riau,83
2024-06-29,Banten,Riau,79
2024-06-30,Banten,Riau,80
2024-07-01,Banten,Riau,62
2024-07-02,Banten,Riau,68
2024-07-03,Banten,Riau,69
2024-07-04,Banten,Riau,64
2024-07-05,Banten,Riau,99
2024-07-06,Banten,Riau,87
2024-07-07,Banten,Riau,87
2024-07-08,Banten,Riau,65
2024-07-09,Banten,Riau,69
2024-07-10,Banten,Riau,59
2024-07-11,Banten,Riau,72
2024-07-12,Banten,Riau,79
2024-07-13,Banten,Riau,84
2024-07-14,Banten,Riau,85
2024-07-15,Banten,Riau,72
2024-07-16,Banten,Riau,67
2024-07-17,Banten,Riau,72
2024-07-18,Banten,Riau,84
2024-07-19,Banten,Riau,87
2024-07-20,Banten,Riau,75
2024-07-21,Banten,Riau,80
2024-07-22,Banten,Riau,74
2024-07-23,Banten,Riau,60
2024-07-24,Banten,Riau,66
2024-07-25,Banten,Riau,49
2024-07-26,Banten,Riau,78
2024-07-27,Banten,Riau,84
2024-07-28,Banten,Riau,69
2024-07-29,Banten,Riau,54
2024-07-30,Banten,Riau,55
2024-07-31,Banten,Riau,71
2024-08-01,Banten,Riau,65
2024-08-02,Banten,Riau,67
2024-08-03,Banten,Riau,86
2024-08-04,Banten,Riau,71
2024-08-05,Banten,Riau,55
2024-08-06,Banten,Riau,65
2024-08-07,Banten,Riau,67
2024-08-08,Banten,Riau,55
2024-08-09,Banten,Riau,75
2024-08-10,Banten,Riau,70
2024-08-11,Banten,Riau,72
2024-08-12,Banten,Riau,60
2024-08-13,Banten,Riau,62
2024-08-14,Banten,Riau,59
2024-08-15,Banten,Riau,76
2024-08-16,Banten,Riau,91
2024-08-17,Banten,Riau,68
2024-08-18,Banten,Riau,84
2024-08-19,Banten,Riau,62
2024-08-20,Banten,Riau,51
2024-08-21,Banten,Riau,69
2024-08-22,Banten,Riau,57
2024-08-23,Banten,Riau,72
2024-08-24,Banten,Riau,74
2024-08-25,Banten,Riau,62
2024-08-26,Banten,Riau,64
2024-08-27,Banten,Riau,67
2024-08-28,Banten,Riau,59
2024-08-29,Banten,Riau,56
2024-08-30,Banten,Riau,61
2024-08-31,Banten,Riau,53
2024-09-01,Banten,Riau,79
2024-09-02,Banten,Riau,53
2024-09-03,Banten,Riau,50
2024-09-04,Banten,Riau,57
2024-09-05,Banten,Riau,62
2024-09-06,Banten,Riau,60
2024-09-07,Banten,Riau,76
2024-09-08,Banten,Riau,71
2024-09-09,Banten,Riau,50
2024-09-10,Banten,Riau,66
2024-09-11,Banten,Riau,58
2024-09-12,Banten,Riau,68
2024-09-13,Banten,Riau,69
2024-09-14,Banten,Riau,83
2024-09-15,Banten,Riau,79
2024-09-16,Banten,Riau,59
2024-09-17,Banten,Riau,58
2024-09-18,Banten,Riau,56
2024-09-19,Banten,Riau,60
2024-09-20,Banten,Riau,58
2024-09-21,Banten,Riau,73
2024-09-22,Banten,Riau,60
2024-09-23,Banten,Riau,51
2024-09-24,Banten,Riau,60
2024-09-25,Banten,Riau,46
2024-09-26,Banten,Riau,59
2024-09-27,Banten,Riau,72
2024-09-28,Banten,Riau,83
2024-09-29,Banten,Riau,72
2024-09-30,Banten,Riau,47
2024-10-01,Banten,Riau,50
2024-10-02,Banten,Riau,55
2024-10-03,Banten,Riau,44
2024-10-04,Banten,Riau,68
2024-10-05,Banten,Riau,70
2024-10-06,Banten,Riau,77
2024-10-07,Banten,Riau,60
2024-10-08,Banten,Riau,58
2024-10-09,Banten,Riau,56
2024-10-10,Banten,Riau,58
2024-10-11,Banten,Riau,68
2024-10-12,Banten,Riau,92
2024-10-13,Banten,Riau,72
2024-10-14,Banten,Riau,56
2024-10-15,Banten,Riau,67
2024-10-16,Banten,Riau,60
2024-10-17,Banten,Riau,53
2024-10-18,Banten,Riau,65
2024-10-19,Banten,Riau,88
2024-10-20,Banten,Riau,79
2024-10-21,Banten,Riau,57
2024-10-22,Banten,Riau,59
2024-10-23,Banten,Riau,58
2024-10-24,Banten,Riau,64
2024-10-25,Banten,Riau,67
2024-10-26,Banten,Riau,75
2024-10-27,Banten,Riau,66
2024-10-28,Banten,Riau,60
2024-10-29,Banten,Riau,62
2024-10-30,Banten,Riau,57
2024-10-31,Banten,Riau,60
2024-11-01,Banten,Riau,73
2024-11-02,Banten,Riau,77
2024-11-03,Banten,Riau,78
2024-11-04,Banten,Riau,57
2024-11-05,Banten,Riau,53
2024-11-06,Banten,Riau,53
2024-11-07,Banten,Riau,56
2024-11-08,Banten,Riau,82
2024-11-09,Banten,Riau,75
2024-11-10,Banten,Riau,70
2024-11-11,Banten,Riau,56
2024-11-12,Banten,Riau,65
2024-11-13,Banten,Riau,57
2024-11-14,Banten,Riau,52
2024-11-15,Banten,Riau,76
2024-11-16,Banten,Riau,81
2024-11-17,Banten,Riau,71
2024-11-18,Banten,Riau,46
2024-11-19,Banten,Riau,68
2024-11-20,Banten,Riau,60
2024-11-21,Banten,Riau,64
2024-11-22,Banten,Riau,84
2024-11-23,Banten,Riau,64
2024-11-24,Banten,Riau,74
2024-11-25,Banten,Riau,62
2024-11-26,Banten,Riau,53
2024-11-27,Banten,Riau,66
2024-11-28,Banten,Riau,60
2024-11-29,Banten,Riau,65
2024-11-30,Banten,Riau,79
2024-12-01,Banten,Riau,77
2024-12-02,Banten,Riau,57
2024-12-03,Banten,Riau,54
2024-12-04,Banten,Riau,67
2024-12-05,Banten,Riau,75
2024-12-06,Banten,Riau,87
2024-12-07,Banten,Riau,81
2024-12-08,Banten,Riau,92
2024-12-09,Banten,Riau,68
2024-12-10,Banten,Riau,69
2024-12-11,Banten,Riau,64
2024-12-12,Banten,Riau,67
2024-12-13,Banten,Riau,83
2024-12-14,Banten,Riau,93
2024-12-15,Banten,Riau,65
2024-12-16,Banten,Riau,68
2024-12-17,Banten,Riau,63
2024-12-18,Banten,Riau,68
2024-12-19,Banten,Riau,64
2024-12-20,Banten,Riau,65
2024-12-21,Banten,Riau,171
2024-12-22,Banten,Riau,125
2024-12-23,Banten,Riau,118
2024-12-24,Banten,Riau,131
2024-12-25,Banten,Riau,111
2024-12-26,Banten,Riau,136
2024-12-27,Banten,Riau,169
2024-12-28,Banten,Riau,147
2024-12-29,Banten,Riau,174
2024-12-30,Banten,Riau,137
2024-12-31,Banten,Riau,151
2025-01-01,Banten,Riau,122
2025-01-02,Banten,Riau,132
2025-01-03,Banten,Riau,91
2025-01-04,Banten,Riau,86
2025-01-05,Banten,Riau,73
2025-01-06,Banten,Riau,73
2025-01-07,Banten,Riau,80
2025-01-08,Banten,Riau,74
2025-01-09,Banten,Riau,77
2025-01-10,Banten,Riau,89
2025-01-11,Banten,Riau,77
2025-01-12,Banten,Riau,90
2025-01-13,Banten,Riau,47
2025-01-14,Banten,Riau,64
2025-01-15,Banten,Riau,76
2025-01-16,Banten,Riau,69
2025-01-17,Banten,Riau,95
2025-01-18,Banten,Riau,89
2025-01-19,Banten,Riau,93
2025-01-20,Banten,Riau,56
2025-01-21,Banten,Riau,68
2025-01-22,Banten,Riau,75
2025-01-23,Banten,Riau,55
2025-01-24,Banten,Riau,93
2025-01-25,Banten,Riau,96
2025-01-26,Banten,Riau,98
2025-01-27,Banten,Riau,61
2025-01-28,Banten,Riau,62
2025-01-29,Banten,Riau,74
2025-01-30,Banten,Riau,60
2025-01-31,Banten,Riau,102
2025-02-01,Banten,Riau,87
2025-02-02,Banten,Riau,109
2025-02-03,Banten,Riau,89
2025-02-04,Banten,Riau,74
2025-02-05,Banten,Riau,70
2025-02-06,Banten,Riau,78
2025-02-07,Banten,Riau,94
2025-02-08,Banten,Riau,98
2025-02-09,Banten,Riau,88
2025-02-10,Banten,Riau,66
2025-02-11,Banten,Riau,68
2025-02-12,Banten,Riau,79
2025-02-13,Banten,Riau,53
2025-02-14,Banten,Riau,101
2025-02-15,Banten,Riau,85
2025-02-16,Banten,Riau,100
2025-02-17,Banten,Riau,80
2025-02-18,Banten,Riau,84
2025-02-19,Banten,Riau,84
2025-02-20,Banten,Riau,90
2025-02-21,Banten,Riau,83
2025-02-22,Banten,Riau,105
2025-02-23,Banten,Riau,116
2025-02-24,Banten,Riau,70
2025-02-25,Banten,Riau,87
2025-02-26,Banten,Riau,71
2025-02-27,Banten,Riau,87
2025-02-28,Banten,Riau,104
2025-03-01,Banten,Riau,120
2025-03-02,Banten,Riau,83
2025-03-03,Banten,Riau,81
2025-03-04,Banten,Riau,78
2025-03-05,Banten,Riau,82
2025-03-06,Banten,Riau,68
2025-03-07,Banten,Riau,72
2025-03-08,Banten,Riau,102
2025-03-09,Banten,Riau,86
2025-03-10,Banten,Riau,69
2025-03-11,Banten,Riau,81
2025-03-12,Banten,Riau,69
2025-03-13,Banten,Riau,83
2025-03-14,Banten,Riau,74
2025-03-15,Banten,Riau,118
2025-03-16,Banten,Riau,103
2025-03-17,Banten,Riau,81
2025-03-18,Banten,Riau,84
2025-03-19,Banten,Riau,88
2025-03-20,Banten,Riau,82
2025-03-21,Banten,Riau,85
2025-03-22,Banten,Riau,106
2025-03-23,Banten,Riau,105
2025-03-24,Banten,Riau,213
2025-03-25,Banten,Riau,215
2025-03-26,Banten,Riau,194
2025-03-27,Banten,Riau,192
2025-03-28,Banten,Riau,257
2025-03-29,Banten,Riau,297
2025-03-30,Banten,Riau,268
2025-03-31,Banten,Riau,203
2025-04-01,Banten,Riau,217
2025-04-02,Banten,Riau,204
2025-04-03,Banten,Riau,226
2025-04-04,Banten,Riau,239
2025-04-05,Banten,Riau,283
2025-04-06,Banten,Riau,254
2025-04-07,Banten,Riau,223
2025-04-08,Banten,Riau,77
2025-04-09,Banten,Riau,85
2025-04-10,Banten,Riau,92
2025-04-11,Banten,Riau,97
2025-04-12,Banten,Riau,100
2025-04-13,Banten,Riau,104
2025-04-14,Banten,Riau,70
2025-04-15,Banten,Riau,60
2025-04-16,Banten,Riau,70
2025-04-17,Banten,Riau,65
2025-04-18,Banten,Riau,107
2025-04-19,Banten,Riau,84
2025-04-20,Banten,Riau,111
2025-04-21,Banten,Riau,88
2025-04-22,Banten,Riau,87
2025-04-23,Banten,Riau,65
2025-04-24,Banten,Riau,67
2025-04-25,Banten,Riau,89
2025-04-26,Banten,Riau,92
2025-04-27,Banten,Riau,114
2025-04-28,Banten,Riau,85
2025-04-29,Banten,Riau,75
2025-04-30,Banten,Riau,79
2025-05-01,Banten,Riau,95
2025-05-02,Banten,Riau,116
2025-05-03,Banten,Riau,103
2025-05-04,Banten,Riau,87
2025-05-05,Banten,Riau,64
2025-05-06,Banten,Riau,89
2025-05-07,Banten,Riau,79
2025-05-08,Banten,Riau,75
2025-05-09,Banten,Riau,99
2025-05-10,Banten,Riau,99
2025-05-11,Banten,Riau,86
2025-05-12,Banten,Riau,61
2025-05-13,Banten,Riau,75
2025-05-14,Banten,Riau,77
2025-05-15,Banten,Riau,80
2025-05-16,Banten,Riau,94
2025-05-17,Banten,Riau,111
2025-05-18,Banten,Riau,99
2025-05-19,Banten,Riau,66
2025-05-20,Banten,Riau,75
2025-05-21,Banten,Riau,77
2025-05-22,Banten,Riau,78
2025-05-23,Banten,Riau,88
2025-05-24,Banten,Riau,89
2025-05-25,Banten,Riau,90
2025-05-26,Banten,Riau,74
2025-05-27,Banten,Riau,64
2025-05-28,Banten,Riau,82
2025-05-29,Banten,Riau,82
2025-05-30,Banten,Riau,124
2025-05-31,Banten,Riau,94
2022-06-01,Banten,Kepri,105
2022-06-02,Banten,Kepri,105
2022-06-03,Banten,Kepri,129
2022-06-04,Banten,Kepri,91
2022-06-05,Banten,Kepri,134
2022-06-06,Banten,Kepri,91
2022-06-07,Banten,Kepri,80
2022-06-08,Banten,Kepri,99
2022-06-09,Banten,Kepri,101
2022-06-10,Banten,Kepri,111
2022-06-11,Banten,Kepri,118
2022-06-12,Banten,Kepri,96
2022-06-13,Banten,Kepri,96
2022-06-14,Banten,Kepri,89
2022-06-15,Banten,Kepri,83
2022-06-16,Banten,Kepri,114
2022-06-17,Banten,Kepri,118
2022-06-18,Banten,Kepri,92
2022-06-19,Banten,Kepri,110
2022-06-20,Banten,Kepri,82
2022-06-21,Banten,Kepri,78
2022-06-22,Banten,Kepri,95
2022-06-23,Banten,Kepri,68
2022-06-24,Banten,Kepri,98
2022-06-25,Banten,Kepri,96
2022-06-26,Banten,Kepri,117
2022-06-27,Banten,Kepri,93
2022-06-28,Banten,Kepri,92
2022-06-29,Banten,Kepri,95
2022-06-30,Banten,Kepri,86
2022-07-01,Banten,Kepri,114
2022-07-02,Banten,Kepri,96
2022-07-03,Banten,Kepri,105
2022-07-04,Banten,Kepri,100
2022-07-05,Banten,Kepri,71
2022-07-06,Banten,Kepri,85
2022-07-07,Banten,Kepri,75
2022-07-08,Banten,Kepri,113
2022-07-09,Banten,Kepri,100
2022-07-10,Banten,Kepri,62
2022-07-11,Banten,Kepri,55
2022-07-12,Banten,Kepri,82
2022-07-13,Banten,Kepri,93
2022-07-14,Banten,Kepri,91
2022-07-15,Banten,Kepri,99
2022-07-16,Banten,Kepri,121
2022-07-17,Banten,Kepri,110
2022-07-18,Banten,Kepri,85
2022-07-19,Banten,Kepri,84
2022-07-20,Banten,Kepri,81
2022-07-21,Banten,Kepri,79
2022-07-22,Banten,Kepri,93
2022-07-23,Banten,Kepri,118
